HADO1	Halichoanolaimus dolichurus
LINH1	Linhomoeidae
GAMM1	Gammarinema sp. T79
HHER1	Halomonhystera hermesi
SPSP1	Sphaerolaimus sp. T62
ANGR1	Anaplectus granulosus
PSAM1	Plectus sambesii
DIMA1	Diplogasteroides magnus
LETE1	Levipalatum texanum
PAGI1	Parapristionchus giblindavisi
PRPA1	Pristionchus pacificus
CELE1	Caenorhabditis elegans
DPAC1	Diploscapter pachys
OTIP1	Oscheius tipulae
AAVE1	Aphelenchus avenae
BOKI1	Bursaphelenchus okinawaensis
ANAN1	Acrobeloides nanus
HALI1	Halicephalobus sp. NKZ332
HMEP2	Halicephalobus mephisto
PRED1	Panagrellus redivivus
PROP1	Propanagrolaimus sp. JU765
TACE1	Turbatrix aceti
ALDO1	Allodorylaimus
EBRE1	Enoplus brevis
PVUL1	Pontonema vulgare
PPUN2	Prionchulus punctatus
TOBR1	Tobrilus sp.
GOKK1	Gordius sp. KK-2019
GORD1	Gordionus montsenyensis
NMUN2	Nectonema munidae
PVAR2	Paragordius varius
ARAU1	Argonemertes australiensis
LEPN3	Leptonemertes chalicophora
ALAC1	Amphiporus lactifloreus
NIPP1	Nipponnemertes sp.
MGRO1	Malacobdella grossa
PNPE1	Paranemertes peregrina
AVAI1	Antarctonemertes valida
TLON1	Tetrastemma longissimum 
TMEL1	Tetrastemma melanocephalum 
PBEE1	Protopelagonemertes beebei
CEHO1	Cephalothrix hongkongiensis
CESI1	Cephalothrix simula
CHAM1	Carinoma hamanako
TPOL1	Tubulanus polymorphus
CEMA1	Cerebratulus marginatus
CERE1	Cerebratulus sp. BE-2015
LLON1	Lineus longissimus
LSAN2	Lineus sanguineus
NGEN1	Notospermus geniculatus
ROCC1	Riseriellus occultus
BUNI1	Baseodiscus unicolor
HIJI1	Hubrechtella ijimai
MSTI1	Meara stichopi
NWES2	Nemertoderma westbladi
EBRO2	Epiperipatus broadwayi
EPPA1	Epiperipatus sp. CB-2018 / Epiperipatus sp. (Panama) MCZ-141126
EPTR1	Epiperipatus trinidadensis
ETOT1	Eoperipatus totoro
EVAG1	Epiperipatus vagans
MTOR1	Macroperipatus torquatus
PERS1	Peripatidae sp. Panama MCZ IZ 141128 / Epiperipatus bernali
PESO1	Peripatus (Epiperipatus) solorzanoi
EROW2	Euperipatoides rowelli
KOCC1	Kumbadjena occidentalis
MINA1	Metaperipatus inae
OGIL1	Occiperipatoides gilesii
OKWA1	Opisthopatus kwazululandi
PBOL1	Peripatopsis bolandi
CCIN1	Coprinopsis cinerea
MBRE2	Monosiga brevicollis
SROS1	Salpingoeca rosetta
CLIM1	Corallochytrium limacisporum
NDEL1	Nuclearia delicatula
SDES1	Sphaerothecum destruens
COWC1	Capsaspora owczarzaki
PCHI1	Pigoraptor chileana
CRFR1	Creolimax fragrantissima
PAUS1	Phoronis australis
PHAR1	Phoronopsis harmeri
PIJI1	Phoronis ijimai
PPSA1	Phoronis psammophila
HHON1	Hoilungia hongkongensis
TRIC1	Trichoplax sp. H2
SLEU1	Stenostomum leucops
SSTH1	Stenostomum sthenum
BSEM1	Bothrioplana semperi
GNOS1	Gnosonesimida sp. IV CEL-2015
MLIG1	Macrostomum lignano
MLIN1	Microstomum lineare
PJNB1	Psammomacrostomum sp. 2 JNB-2019
PCRO1	Prostheceraeus crozieri
ECEL1	Echinoplana celerrima
LETR1	Leptoplana tremellaris
PSIP1	Prosthiostomum siphunculus
GAPP1	Geocentrophora applanata
PSTA1	Prorhynchus stagnalis
MILE1	Minona ileanae
NCOE1	Nematoplana coelogynoporoides
IHEL1	Itaspiella helgolandica
MELI1	Mesostoma lingua
RHYN1	Rhynchomesostoma sp. ER-2019
RROS1	Rhynchomesostoma rostratum
DRYU1	Dugesia ryukyuensis
DUJA1	Dugesia japonica
GIDO1	Girardia dorotocephala
GIRA1	Girardia sp. n. ER-2019
SMED2	Schmidtea mediterranea
SPOL1	Schmidtea polychroa
BKEW1	Bipalium kewense
CBIC1	Caenoplana bicolor
GQUA1	Geoplana quagga
IREZ1	Issoca rezendei
KVEN1	Kontikia ventrolineata
LERN1	Luteostriata ernesti
MIGR1	Microplana groga
MIPL1	Microplana plurioculata
MISC1	Microplana scharffi
MNAN1	Microplana nana
MTER1	Microplana terrestris
OBRA1	Obama braunsi
OCAR1	Obama carinata
ONUN1	Obama nungara
RSYL1	Rhynchodemus sylvaticus
PFEL1	Polycelis felina
PGRA1	Phagocata gracilis
PMOR1	Phagocata morgani
PONI1	Polycelis nigra
PTEN1	Polycelis tenuis
PTOR1	Planaria torva
PVEL1	Phagocata velata
BCAN3	Bdelloura candida
SCIL1	Sycon ciliatum
AQUE1	Amphimedon queenslandica
EMUE1	Ephydatia muelleri
OMIN1	Oopsacas minuta
HSPI1	Halicryptus spinulosus
PCAU1	Priapulus caudatus
AVAG1	Adineta vaga
RSOC1	Rotaria socialis
DCAR1	Didymodactylos carnosus
BPLI1	Brachionus plicatilis
HEXE1	Hypsibius exemplaris
MEPH1	Mesobiotus philippinicus
PMET1	Paramacrobiotus metropolitanus
PRIC1	Paramacrobiotus richtersi
RVAR1	Ramazzottius varieornatus
RCOR1	Richtersius coronifer
ETES1	Echiniscus testudo
ESIG1	Echiniscoides sigismundi
ODIO1	Oikopleura dioica
CINT1	Ciona intestinalis
XBOC1	Xenoturbella bocki
XPRO1	Xenoturbella profunda
